,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
96,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-10,G2022,,1700.0,2022-10-17 00:00:00,MEDIA PRODUCTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574901,2022-10-12,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574901,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849903,S,SE24.15078,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
97,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-10,G2022,,1700.0,2022-10-17 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574900,2022-10-12,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574900,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849902,S,SE24.15077,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
98,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-07,G2022,,25000.0,2022-10-17 00:00:00,MEDIA PLACEMENT LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574778,2022-10-08,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,IN PURSUIT OF LLC,,VA,1320 N. COURTHOUSE RD.,STE. 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574778,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849659,S,SE24.15037,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
99,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-13,G2022,,8500.0,2022-10-17 00:00:00,MEDIA PLACEMENT,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574774,2022-10-15,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,IN PURSUIT OF LLC,,VA,1320 N. COURTHOUSE RD.,STE. 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574774,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849651,S,SE24.16147,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
100,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-16,G2022,,22000.0,2022-10-16 00:00:00,CANVASSING,1644138,ROBERT,JENTGENS,,,TREASURER,2022-10-18,F24,F24-24,202210189537564482,2022-10-18,"JENTGENS, ROBERT TREASURER",True,24,4101920221589124015,,,,False,True,,,,375239.16,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202210189537564482,1644138,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101920221589893345,S,SE24.16433,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
101,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-16,G2022,,2754.69,2022-10-16 00:00:00,CANVASSING,1644138,ROBERT,JENTGENS,,,TREASURER,2022-10-18,F24,F24-24,202210189537564468,2022-10-18,"JENTGENS, ROBERT TREASURER",True,24,4101920221589124015,,,,False,True,,,,375239.16,,ARLINGTON,,,,AMERICANS FOR PROSPERITY,,VA,1310 N. COURTHOUSE RD.,STE. 700,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210189537564468,1644138,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101920221589893316,S,SE24.16406,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
102,C,CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00053553,,C00723072,,,,,,2022-10-12,G2022,,9.48,2022-10-14 00:00:00,IE - P2P TEXTING,1695146,CHRISTINA M.,MAJORS,,,,2023-03-27,F3X,F3X-24,202303279579679918,2023-03-27,"MAJORS, CHRISTINA M.",False,24,4032720231738221011,,,,False,True,,,,9.48,,CHICAGO,,,,"I360, LLC",,IL,29374 NETWORK PLACE,,,606731293,https://docquery.fec.gov/cgi-bin/fecimg/?202303279579679918,1687818,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4032920231738287127,S,86369220,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND
103,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-13,G2022,,4376.25,2022-10-13 00:00:00,MEDIA PRODUCTION,1642090,ROBERT,JENTGENS,,,TREASURER,2022-10-15,F24,F24-24,202210159536654430,2022-10-15,"JENTGENS, ROBERT TREASURER",True,24,4101520221588293060,,,,False,True,,,,350484.47,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536654430,1642090,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101520221588307250,S,SE24.16150,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
104,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-13,G2022,,8500.0,2022-10-13 00:00:00,MEDIA PLACEMENT,1642090,ROBERT,JENTGENS,,,TREASURER,2022-10-15,F24,F24-24,202210159536654425,2022-10-15,"JENTGENS, ROBERT TREASURER",True,24,4101520221588293060,,,,False,True,,,,350484.47,,ARLINGTON,,,,IN PURSUIT OF LLC,,VA,1320 N. COURTHOUSE RD.,STE. 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210159536654425,1642090,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101520221588307239,S,SE24.16147,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
105,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,4495.71,2022-10-12 00:00:00,MAILER POSTAGE,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574965,2022-10-14,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE. 7,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574965,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630850030,S,SE24.15135,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
106,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,5726.55,2022-10-12 00:00:00,MAILER POSTAGE LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574965,2022-10-14,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE. 7,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574965,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630850029,S,SE24.15137,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
107,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-01,G2022,,9000.0,2022-10-12 00:00:00,CANVASSING,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574877,2022-10-03,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574877,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849856,S,SE24.13932,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
108,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-01,G2022,,4591.15,2022-10-12 00:00:00,CANVASSING,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574738,2022-10-03,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,ARLINGTON,,,,AMERICANS FOR PROSPERITY,,VA,1310 N. COURTHOUSE RD.,STE. 700,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574738,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849579,S,SE24.13906,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
109,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,4495.71,2022-10-12 00:00:00,MAILER POSTAGE,1640503,ROBERT,JENTGENS,,,TREASURER,2022-10-14,F24,F24-24,202210149532552432,2022-10-14,"JENTGENS, ROBERT TREASURER",True,24,4101520221588293038,,,,False,True,,,,337608.22,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532552432,1640503,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101520221588307158,S,SE24.15135,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
110,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,5726.55,2022-10-12 00:00:00,MAILER POSTAGE LIBRE ACTION,1640503,ROBERT,JENTGENS,,,TREASURER,2022-10-14,F24,F24-24,202210149532552432,2022-10-14,"JENTGENS, ROBERT TREASURER",True,24,4101520221588293038,,,,False,True,,,,337608.22,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532552432,1640503,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101520221588307157,S,SE24.15137,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
111,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00509893,,C00509893,,,,,,2022-10-17,G2022,,894.01,2022-10-10 00:00:00,IE-DELACRUZ-DIRECT MAIL,1651262,WAYNE,COCKFIELD,,,,2022-10-27,F3X,F3X-24,202210279541718207,2022-10-27,"COCKFIELD, WAYNE",False,24,4102720221592347207,,,,False,True,,,,894.01,,INDIANAPOLIS,,,,PRINTING PARTNERS,,IN,929 WEST 16TH ST.,,,46202,https://docquery.fec.gov/cgi-bin/fecimg/?202210279541718207,1651262,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849112,S,SE.68108,NATIONAL RIGHT TO LIFE VICTORY FUND
112,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00509893,,C00509893,,,,,,2022-10-17,G2022,,894.01,2022-10-10 00:00:00,IE-DELACRUZ-DIRECT MAIL,1644697,WAYNE,COCKFIELD,,,,2022-10-19,F24,F24-24,202210199537607567,2022-10-19,"COCKFIELD, WAYNE",True,24,4102020221589931023,,,,False,True,,,,894.01,,INDIANAPOLIS,,,,PRINTING PARTNERS,,IN,929 WEST 16TH ST.,,,46202,https://docquery.fec.gov/cgi-bin/fecimg/?202210199537607567,1644697,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4102020221590088134,S,SE.68122,NATIONAL RIGHT TO LIFE VICTORY FUND
113,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-10,G2022,,1700.0,2022-10-10 00:00:00,MEDIA PRODUCTION,1637158,ROBERT,JENTGENS,,,TREASURER,2022-10-12,F24,F24-24,202210129532159280,2022-10-12,"JENTGENS, ROBERT TREASURER",True,24,4101320221588039009,,,,False,True,,,,314553.73,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210129532159280,1637158,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101320221588119080,S,SE24.15078,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
114,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-10,G2022,,1700.0,2022-10-10 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1637158,ROBERT,JENTGENS,,,TREASURER,2022-10-12,F24,F24-24,202210129532159279,2022-10-12,"JENTGENS, ROBERT TREASURER",True,24,4101320221588039009,,,,False,True,,,,314553.73,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210129532159279,1637158,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101320221588119079,S,SE24.15077,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
115,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,6658.45,2022-10-07 00:00:00,MAILER PRODUCTION LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574806,2022-10-14,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,70471,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574806,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849716,S,SE24.15136,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
116,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,6173.78,2022-10-07 00:00:00,MAILER PRODUCTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574806,2022-10-14,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,70471,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574806,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849715,S,SE24.15134,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
117,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,6658.45,2022-10-07 00:00:00,MAILER PRODUCTION LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574796,2022-10-05,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,70471,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574796,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849696,S,SE24.13996,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
118,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,6173.78,2022-10-07 00:00:00,MAILER PRODUCTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574796,2022-10-05,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,70471,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574796,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849695,S,SE24.13994,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
119,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,6658.45,2022-10-07 00:00:00,MAILER PRODUCTION LIBRE ACTION,1640503,ROBERT,JENTGENS,,,TREASURER,2022-10-14,F24,F24-24,202210149532552419,2022-10-14,"JENTGENS, ROBERT TREASURER",True,24,4101520221588293038,,,,False,True,,,,337608.22,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532552419,1640503,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101520221588307132,S,SE24.15136,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
120,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-12,G2022,,6173.78,2022-10-07 00:00:00,MAILER PRODUCTION,1640503,ROBERT,JENTGENS,,,TREASURER,2022-10-14,F24,F24-24,202210149532552419,2022-10-14,"JENTGENS, ROBERT TREASURER",True,24,4101520221588293038,,,,False,True,,,,337608.22,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532552419,1640503,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4101520221588307131,S,SE24.15134,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
121,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-07,G2022,,25000.0,2022-10-07 00:00:00,MEDIA PLACEMENT LIBRE ACTION,1635187,ROBERT,JENTGENS,,,TREASURER,2022-10-08,F24,F24-24,202210089532102272,2022-10-08,"JENTGENS, ROBERT TREASURER",True,24,4100920221587813000,,,,False,True,,,,311153.73,,ARLINGTON,,,,IN PURSUIT OF LLC,,VA,1320 N. COURTHOUSE RD.,STE. 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210089532102272,1635187,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100920221587822023,S,SE24.15037,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
122,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-07,G2022,,4377.25,2022-10-07 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1635187,ROBERT,JENTGENS,,,TREASURER,2022-10-08,F24,F24-24,202210089532102272,2022-10-08,"JENTGENS, ROBERT TREASURER",True,24,4100920221587813000,,,,False,True,,,,311153.73,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210089532102272,1635187,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100920221587822022,S,SE24.15036,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
123,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00811166,,,,,,,,2022-10-06,G2022,,100000.0,2022-10-07 00:00:00,PHONE CALLS,1635101,JOHN,BACKIEL,,,,2022-10-08,F24,F24-24,202210089532101143,2022-10-08,"BACKIEL, JOHN",True,24,4100820221587792012,,,,False,True,,,,100000.0,,WASHINGTON,,,,CANVASS AMERICA LLC,,DC,520 9TH ST SE,,,200032838,https://docquery.fec.gov/cgi-bin/fecimg/?202210089532101143,1635101,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100820221587805160,S,E3DDFEA5FDC324662BE0,THE SENTINEL ACTION FUND
124,C,CHANGE,A,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00811166,,,,,,,,2022-10-06,G2022,,100000.0,2022-10-07 00:00:00,PHONE CALLS,1670493,JOHN,BACKIEL,,,,2022-12-08,F3X,F3X-24,202212089550191810,2022-12-08,"BACKIEL, JOHN",False,24,4120820221633586736,,,,False,True,,,,100000.0,,WASHINGTON,,,,CANVASS AMERICA LLC,,DC,520 9TH ST SE,,,200032838,https://docquery.fec.gov/cgi-bin/fecimg/?202212089550191810,1653721,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4011120231682350907,S,E3DDFEA5FDC324662BE0,THE SENTINEL ACTION FUND
125,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,4495.71,2022-10-05 00:00:00,MAILER POSTAGE,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574945,2022-10-05,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE. 7,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574945,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849990,S,SE24.13995,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
126,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,5726.55,2022-10-05 00:00:00,MAILER POSTAGE LIBRE ACTION,1655096,ROBERT,JENTGENS,,,TREASURER,2022-10-27,F3X,F3X-24,202210279546574945,2022-10-05,"JENTGENS, ROBERT TREASURER",False,24,4102820221592654384,,,,False,True,,,,398294.17,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE. 7,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210279546574945,1655096,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112520221630849989,S,SE24.13997,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
